Currency,Date,Closing Price (USD)
ETH,09/03/2019,132.361661
BTC,10/03/2019,3898.86846
ETH,10/03/2019,136.0269174
BTC,11/03/2019,3899.655869
ETH,11/03/2019,135.362074
BTC,12/03/2019,3851.24919
ETH,12/03/2019,132.4076102
BTC,13/03/2019,3866.295946
ETH,13/03/2019,132.8070687
BTC,14/03/2019,3846.274442
ETH,14/03/2019,131.0407794
BTC,15/03/2019,3855.744363
ETH,15/03/2019,131.3672841
BTC,16/03/2019,3892.052301
ETH,16/03/2019,134.9901214
BTC,17/03/2019,3985.851236
ETH,17/03/2019,140.5670429
BTC,18/03/2019,3970.389045
ETH,18/03/2019,138.3158542
BTC,19/03/2019,3974.415764
ETH,19/03/2019,137.3255003
BTC,20/03/2019,3996.037131
ETH,20/03/2019,137.6186421
BTC,21/03/2019,4027.787395
ETH,21/03/2019,138.8187357
BTC,22/03/2019,3974.811429
ETH,22/03/2019,134.8007697
BTC,23/03/2019,3987.305225
ETH,23/03/2019,136.0194987
BTC,24/03/2019,3977.707443
ETH,24/03/2019,136.4499004
BTC,25/03/2019,3968.438701
ETH,25/03/2019,135.3985812
BTC,26/03/2019,3913.781717
ETH,26/03/2019,133.3026314
BTC,27/03/2019,3915.37532
ETH,27/03/2019,133.4910765
BTC,28/03/2019,4018.59051
ETH,28/03/2019,138.0700978
BTC,29/03/2019,4008.370872
ETH,29/03/2019,137.3131883
BTC,30/03/2019,4080.260114
ETH,30/03/2019,141.3032262
BTC,31/03/2019,4081.221605
ETH,31/03/2019,141.9411062
BTC,01/04/2019,4094.704791
ETH,01/04/2019,141.3437324
BTC,02/04/2019,4135.18494
ETH,02/04/2019,141.7132481
BTC,03/04/2019,4818.770635
ETH,03/04/2019,162.4298499
BTC,04/04/2019,5102.150753
ETH,04/04/2019,164.7095956
BTC,05/04/2019,4875.599431
ETH,05/04/2019,157.0412173
BTC,06/04/2019,5030.933271
ETH,06/04/2019,165.9009262
BTC,07/04/2019,5028.321082
ETH,07/04/2019,165.1570911
BTC,08/04/2019,5198.17317
ETH,08/04/2019,173.9915869
BTC,09/04/2019,5260.205043
ETH,09/04/2019,180.2351402
BTC,10/04/2019,5179.997649
ETH,10/04/2019,176.1470907
BTC,11/04/2019,5283.543758
ETH,11/04/2019,176.9719357
BTC,12/04/2019,5049.605824
ETH,12/04/2019,165.644294
BTC,13/04/2019,5077.515864
ETH,13/04/2019,165.238241
BTC,14/04/2019,5066.86704
ETH,14/04/2019,163.5799827
BTC,15/04/2019,5158.387401
ETH,15/04/2019,168.281686
BTC,16/04/2019,5045.675166
ETH,16/04/2019,161.2565404
BTC,17/04/2019,5184.204468
ETH,17/04/2019,165.6484765
BTC,18/04/2019,5220.959934
ETH,18/04/2019,166.3103093
BTC,19/04/2019,5276.558982
ETH,19/04/2019,173.6138263
BTC,20/04/2019,5266.661246
ETH,20/04/2019,173.3950038
BTC,21/04/2019,5292.14833
ETH,21/04/2019,173.2030205
BTC,22/04/2019,5276.558318
ETH,22/04/2019,170.1608503
BTC,23/04/2019,5398.433417
ETH,23/04/2019,172.8128439
BTC,24/04/2019,5552.521911
ETH,24/04/2019,171.8396593
BTC,25/04/2019,5432.991017
ETH,25/04/2019,166.1931802
BTC,26/04/2019,5132.227526
ETH,26/04/2019,154.2475258
BTC,27/04/2019,5151.574528
ETH,27/04/2019,153.9102989
BTC,28/04/2019,5200.193239
ETH,28/04/2019,157.4083036
BTC,29/04/2019,5152.54574
ETH,29/04/2019,154.828085
BTC,30/04/2019,5151.4335
ETH,30/04/2019,153.6813137
BTC,01/05/2019,5277.444469
ETH,01/05/2019,161.2913029
BTC,02/05/2019,5297.942492
ETH,02/05/2019,157.8012726
BTC,03/05/2019,5405.878067
ETH,03/05/2019,160.9700953
BTC,04/05/2019,5697.679054
ETH,04/05/2019,166.1339035
BTC,05/05/2019,5812.331779
ETH,05/05/2019,163.8906998
BTC,06/05/2019,5713.035052
ETH,06/05/2019,162.9348635
BTC,07/05/2019,5706.008421
ETH,07/05/2019,173.605118
BTC,08/05/2019,5899.529693
ETH,08/05/2019,173.8130614
BTC,09/05/2019,5932.441391
ETH,09/05/2019,170.8984032
BTC,10/05/2019,6159.685902
ETH,10/05/2019,170.9917809
BTC,11/05/2019,6387.82945
ETH,11/05/2019,174.1020005
BTC,12/05/2019,7254.805536
ETH,12/05/2019,200.4883684
BTC,13/05/2019,6992.706661
ETH,13/05/2019,188.3712623
BTC,14/05/2019,7906.940835
ETH,14/05/2019,197.3040944
BTC,15/05/2019,7928.417416
ETH,15/05/2019,217.0781324
BTC,16/05/2019,8177.453519
ETH,16/05/2019,246.8264233
BTC,17/05/2019,7820.076243
ETH,17/05/2019,260.3302092
BTC,18/05/2019,7243.650539
ETH,18/05/2019,239.4492649
BTC,19/05/2019,7295.649729
ETH,19/05/2019,238.931991
BTC,20/05/2019,8221.259395
ETH,20/05/2019,263.4469652
BTC,21/05/2019,7917.012499
ETH,21/05/2019,250.0415313
BTC,22/05/2019,7961.128743
ETH,22/05/2019,255.8952567
BTC,23/05/2019,7723.90388
ETH,23/05/2019,246.4173094
BTC,24/05/2019,7903.84691
ETH,24/05/2019,245.987827
BTC,25/05/2019,8038.506791
ETH,25/05/2019,250.5181481
BTC,26/05/2019,8089.570163
ETH,26/05/2019,252.8623843
BTC,27/05/2019,8653.142368
ETH,27/05/2019,264.7384593
BTC,28/05/2019,8800.346606
ETH,28/05/2019,269.1706596
BTC,29/05/2019,8719.331485
ETH,29/05/2019,272.3649993
BTC,30/05/2019,8672.400107
ETH,30/05/2019,270.458631
BTC,31/05/2019,8287.040256
ETH,31/05/2019,253.2695206
BTC,01/06/2019,8513.203882
ETH,01/06/2019,262.6178289
BTC,02/06/2019,8588.479505
ETH,02/06/2019,268.0068681
BTC,03/06/2019,8744.265561
ETH,03/06/2019,269.274568
BTC,04/06/2019,8474.048229
ETH,04/06/2019,257.9038145
BTC,05/06/2019,7645.572514
ETH,05/06/2019,239.0754425
BTC,06/06/2019,7790.321135
ETH,06/06/2019,246.3609228
BTC,07/06/2019,7730.881726
ETH,07/06/2019,243.5358114
BTC,08/06/2019,8030.256079
ETH,08/06/2019,250.9237807
BTC,09/06/2019,7949.425799
ETH,09/06/2019,245.1594275
BTC,10/06/2019,7600.922492
ETH,10/06/2019,229.5070458
BTC,11/06/2019,7954.006238
ETH,11/06/2019,243.6975775
BTC,12/06/2019,7903.62525
ETH,12/06/2019,245.6023534
BTC,13/06/2019,8151.78868
ETH,13/06/2019,257.0824436
BTC,14/06/2019,8256.720099
ETH,14/06/2019,255.8128946
BTC,15/06/2019,8667.787954
ETH,15/06/2019,263.9902062
BTC,16/06/2019,8836.168413
ETH,16/06/2019,268.8329564
BTC,17/06/2019,9061.540461
ETH,17/06/2019,270.7520786
BTC,18/06/2019,9346.975087
ETH,18/06/2019,273.8801723
BTC,19/06/2019,9012.48785
ETH,19/06/2019,263.1083722
BTC,20/06/2019,9259.123638
ETH,20/06/2019,268.6365511
BTC,21/06/2019,9559.900689
ETH,21/06/2019,271.8312145
BTC,22/06/2019,9906.407965
ETH,22/06/2019,291.9443651
BTC,23/06/2019,10461.41217
ETH,23/06/2019,302.005795
BTC,24/06/2019,10843.57097
ETH,24/06/2019,308.2046756
BTC,25/06/2019,10996.45975
ETH,25/06/2019,308.6652726
BTC,26/06/2019,11665.40968
ETH,26/06/2019,316.2122784
BTC,27/06/2019,12444.92586
ETH,27/06/2019,324.1308553
BTC,28/06/2019,11086.26883
ETH,28/06/2019,296.1115559
BTC,29/06/2019,12316.95301
ETH,29/06/2019,309.4092893
BTC,30/06/2019,12024.08097
ETH,30/06/2019,314.0469441
BTC,01/07/2019,10932.31051
ETH,01/07/2019,293.5303669
BTC,02/07/2019,10454.68382
ETH,02/07/2019,289.4528415
BTC,03/07/2019,10800.13014
ETH,03/07/2019,291.4472478
BTC,04/07/2019,11942.24022
ETH,04/07/2019,301.4034854
BTC,05/07/2019,11645.52461
ETH,05/07/2019,293.1470523
BTC,06/07/2019,10946.20905
ETH,06/07/2019,288.0914836
BTC,07/07/2019,11219.046
ETH,07/07/2019,287.2026911
BTC,08/07/2019,11422.11447
ETH,08/07/2019,305.7988739
BTC,09/07/2019,12335.99939
ETH,09/07/2019,313.7779112
BTC,10/07/2019,12575.90407
ETH,10/07/2019,307.7689029
BTC,11/07/2019,12054.18379
ETH,11/07/2019,289.1743327
BTC,12/07/2019,11324.1447
ETH,12/07/2019,267.7342738
BTC,13/07/2019,11802.95996
ETH,13/07/2019,274.6791842
BTC,14/07/2019,11279.60274
ETH,14/07/2019,267.2689248
BTC,15/07/2019,10506.39583
ETH,15/07/2019,236.8879114
BTC,16/07/2019,10934.48274
ETH,16/07/2019,233.0681671
BTC,17/07/2019,9490.410516
ETH,17/07/2019,200.2220044
BTC,18/07/2019,9733.132134
ETH,18/07/2019,212.2264798
BTC,19/07/2019,10603.34887
ETH,19/07/2019,224.2387597
BTC,20/07/2019,10466.26094
ETH,20/07/2019,219.6537524
BTC,21/07/2019,10983.216
ETH,21/07/2019,233.1300975
BTC,22/07/2019,10551.13163
ETH,22/07/2019,225.0877738
BTC,23/07/2019,10285.63923
ETH,23/07/2019,215.9390349
BTC,24/07/2019,10027.53261
ETH,24/07/2019,215.5549595
BTC,25/07/2019,9771.504761
ETH,25/07/2019,215.066558
BTC,26/07/2019,9897.429352
ETH,26/07/2019,219.6820637
BTC,27/07/2019,9812.226351
ETH,27/07/2019,217.9143663
BTC,28/07/2019,9440.140037
ETH,28/07/2019,206.3915854
BTC,29/07/2019,9495.855261
ETH,29/07/2019,207.3703542
BTC,30/07/2019,9506.704273
ETH,30/07/2019,211.6551177
BTC,31/07/2019,9572.735372
ETH,31/07/2019,210.0807134
BTC,01/08/2019,10005.29447
ETH,01/08/2019,216.085927
BTC,02/08/2019,10385.20061
ETH,02/08/2019,217.3123969
BTC,03/08/2019,10513.91147
ETH,03/08/2019,217.5168016
BTC,04/08/2019,10831.25986
ETH,04/08/2019,222.1538141
BTC,05/08/2019,10985.80754
ETH,05/08/2019,222.5023179
BTC,06/08/2019,11811.78705
ETH,06/08/2019,233.0314056
BTC,07/08/2019,11310.18722
ETH,07/08/2019,224.5440763
BTC,08/08/2019,11956.04722
ETH,08/08/2019,225.6844684
BTC,09/08/2019,11817.45548
ETH,09/08/2019,219.2096428
BTC,10/08/2019,11827.57457
ETH,10/08/2019,209.1745628
BTC,11/08/2019,11278.28125
ETH,11/08/2019,205.9151552
BTC,12/08/2019,11485.36578
ETH,12/08/2019,214.8954808
BTC,13/08/2019,11391.96865
ETH,13/08/2019,211.3484238
BTC,14/08/2019,10869.37911
ETH,14/08/2019,206.9961675
BTC,15/08/2019,10211.49858
ETH,15/08/2019,189.687623
BTC,16/08/2019,10386.53955
ETH,16/08/2019,187.9278393
BTC,17/08/2019,10388.45059
ETH,17/08/2019,185.9325033
BTC,18/08/2019,10212.10144
ETH,18/08/2019,186.3736191
BTC,19/08/2019,10335.37284
ETH,19/08/2019,194.7744371
BTC,20/08/2019,10774.81031
ETH,20/08/2019,200.6583914
BTC,21/08/2019,10818.50701
ETH,21/08/2019,198.1378702
BTC,22/08/2019,10064.91679
ETH,22/08/2019,184.8960218
BTC,23/08/2019,10161.16475
ETH,23/08/2019,193.7319852
BTC,24/08/2019,10364.28135
ETH,24/08/2019,193.9669059
BTC,25/08/2019,10171.49746
ETH,25/08/2019,190.798504
BTC,26/08/2019,10068.92242
ETH,26/08/2019,186.1119315
BTC,27/08/2019,10312.21504
ETH,27/08/2019,188.0709594
BTC,28/08/2019,10122.19653
ETH,28/08/2019,185.7509883
BTC,29/08/2019,9743.162051
ETH,29/08/2019,174.0590163
BTC,30/08/2019,9487.976434
ETH,30/08/2019,168.961462
BTC,31/08/2019,9590.736337
ETH,31/08/2019,168.6898906
BTC,01/09/2019,9624.983911
ETH,01/09/2019,172.8455754
BTC,02/09/2019,9780.667897
ETH,02/09/2019,172.0143992
BTC,03/09/2019,10381.85596
ETH,03/09/2019,178.4059547
BTC,04/09/2019,10691.3113
ETH,04/09/2019,180.3972338
BTC,05/09/2019,10555.0469
ETH,05/09/2019,174.3697252
BTC,06/09/2019,10576.31789
ETH,06/09/2019,174.9847095
BTC,07/09/2019,10334.02389
ETH,07/09/2019,169.1709225
BTC,08/09/2019,10495.22736
ETH,08/09/2019,178.6452352
BTC,09/09/2019,10402.79653
ETH,09/09/2019,181.445454
BTC,10/09/2019,10332.94219
ETH,10/09/2019,182.2717701
BTC,11/09/2019,10082.94683
ETH,11/09/2019,179.4033829
BTC,12/09/2019,10152.75298
ETH,12/09/2019,178.3436659
BTC,13/09/2019,10396.7672
ETH,13/09/2019,181.2873036
BTC,14/09/2019,10299.47696
ETH,14/09/2019,180.7958504
BTC,15/09/2019,10351.23202
ETH,15/09/2019,187.4962298
BTC,16/09/2019,10302.19071
ETH,16/09/2019,188.7210222
BTC,17/09/2019,10301.65965
ETH,17/09/2019,197.7618966
BTC,18/09/2019,10231.42151
ETH,18/09/2019,211.8446526
BTC,19/09/2019,10168.28771
ETH,19/09/2019,211.7686705
BTC,20/09/2019,10223.50558
ETH,20/09/2019,220.4508762
BTC,21/09/2019,10138.33521
ETH,21/09/2019,214.5472068
BTC,22/09/2019,9984.520516
ETH,22/09/2019,215.6904162
BTC,23/09/2019,10031.86671
ETH,23/09/2019,210.6311029
BTC,24/09/2019,9719.718696
ETH,24/09/2019,201.7345164
BTC,25/09/2019,8688.973526
ETH,25/09/2019,168.9992628
BTC,26/09/2019,8438.708552
ETH,26/09/2019,169.9438202
BTC,27/09/2019,8103.2109
ETH,27/09/2019,166.6986944
BTC,28/09/2019,8195.210697
ETH,28/09/2019,172.7389316
BTC,29/09/2019,8146.414032
ETH,29/09/2019,172.997552
BTC,30/09/2019,8085.71329
ETH,30/09/2019,171.0073197
BTC,01/10/2019,8241.34147
ETH,01/10/2019,177.9168792
BTC,02/10/2019,8333.68919
ETH,02/10/2019,176.9313026
BTC,03/10/2019,8273.464018
ETH,03/10/2019,178.6122629
BTC,04/10/2019,8203.843833
ETH,04/10/2019,175.1317829
BTC,05/10/2019,8163.902638
ETH,05/10/2019,176.8658985
BTC,06/10/2019,8137.146689
ETH,06/10/2019,176.060443
BTC,07/10/2019,7853.693305
ETH,07/10/2019,169.4697137
BTC,08/10/2019,8236.208379
ETH,08/10/2019,181.4028513
BTC,09/10/2019,8201.637818
ETH,09/10/2019,180.7891908
BTC,10/10/2019,8572.380812
ETH,10/10/2019,193.1512327
BTC,11/10/2019,8582.144518
ETH,11/10/2019,192.1981992
BTC,12/10/2019,8320.171581
ETH,12/10/2019,181.0085295
BTC,13/10/2019,8328.60426
ETH,13/10/2019,180.79133
BTC,14/10/2019,8282.177326
ETH,14/10/2019,181.5366658
BTC,15/10/2019,8337.818999
ETH,15/10/2019,186.1238271
BTC,17/10/2019,8003.820395
ETH,17/10/2019,174.7540832
BTC,18/10/2019,8058.058081
ETH,18/10/2019,176.3901046
BTC,19/10/2019,7970.239476
ETH,19/10/2019,173.7500889
BTC,20/10/2019,7943.347107
ETH,20/10/2019,171.1585128
BTC,21/10/2019,8200.318763
ETH,21/10/2019,174.6693847
BTC,22/10/2019,8200.246099
ETH,22/10/2019,173.7658274
BTC,23/10/2019,8073.409544
ETH,23/10/2019,171.3018586
BTC,24/10/2019,7420.415836
ETH,24/10/2019,159.5431046
BTC,25/10/2019,7460.617416
ETH,25/10/2019,161.0687513
BTC,26/10/2019,8591.223897
ETH,26/10/2019,179.9804506
BTC,27/10/2019,9171.306532
ETH,27/10/2019,177.4139323
BTC,28/10/2019,9578.367556
ETH,28/10/2019,184.9332869
BTC,29/10/2019,9458.22336
ETH,29/10/2019,183.9328016
BTC,30/10/2019,9455.724693
ETH,30/10/2019,192.3885044
BTC,31/10/2019,9225.995479
ETH,31/10/2019,183.3652158
BTC,01/11/2019,9131.41063
ETH,01/11/2019,181.5668036
BTC,02/11/2019,9197.632345
ETH,02/11/2019,182.8739795
BTC,03/11/2019,9290.896602
ETH,03/11/2019,182.853304
BTC,04/11/2019,9202.415451
ETH,04/11/2019,182.2438145
BTC,05/11/2019,9369.628081
ETH,05/11/2019,185.3686817
BTC,06/11/2019,9326.599624
ETH,06/11/2019,188.8571937
BTC,07/11/2019,9335.752402
ETH,07/11/2019,191.0586073
BTC,08/11/2019,9226.485821
ETH,08/11/2019,187.0749396
BTC,09/11/2019,8794.358645
ETH,09/11/2019,184.4694667
BTC,10/11/2019,8798.042055
ETH,10/11/2019,185.1915992
BTC,11/11/2019,9081.186878
ETH,11/11/2019,189.7227333
BTC,12/11/2019,8711.534339
ETH,12/11/2019,185.359517
BTC,13/11/2019,8760.892718
ETH,13/11/2019,186.3251476
BTC,14/11/2019,8749.520591
ETH,14/11/2019,187.251114
BTC,15/11/2019,8656.970922
ETH,15/11/2019,184.8074617
BTC,16/11/2019,8500.643558
ETH,16/11/2019,180.724972
BTC,17/11/2019,8469.260899
ETH,17/11/2019,182.1067434
BTC,18/11/2019,8537.339652
ETH,18/11/2019,184.192142
BTC,19/11/2019,8205.806366
ETH,19/11/2019,178.4221817
BTC,20/11/2019,8118.488536
ETH,20/11/2019,175.5936935
BTC,21/11/2019,8074.843174
ETH,21/11/2019,174.7796504
BTC,22/11/2019,7612.740574
ETH,22/11/2019,160.5179612
BTC,23/11/2019,7262.110535
ETH,23/11/2019,149.5245322
BTC,24/11/2019,7303.405759
ETH,24/11/2019,152.136245
BTC,25/11/2019,7041.732936
ETH,25/11/2019,144.315288
BTC,26/11/2019,7211.861809
ETH,26/11/2019,146.9818122
BTC,27/11/2019,7141.069449
ETH,27/11/2019,148.0068818
BTC,28/11/2019,7523.480673
ETH,28/11/2019,152.957277
BTC,29/11/2019,7390.207469
ETH,29/11/2019,150.4119794
BTC,30/11/2019,7729.265939
ETH,30/11/2019,153.6738095
BTC,01/12/2019,7542.235609
ETH,01/12/2019,151.655424
BTC,02/12/2019,7381.963008
ETH,02/12/2019,151.5529038
BTC,03/12/2019,7333.43293
ETH,03/12/2019,149.4546547
BTC,04/12/2019,7315.367765
ETH,04/12/2019,147.8113219
BTC,05/12/2019,7213.733762
ETH,05/12/2019,145.6033386
BTC,06/12/2019,7398.78705
ETH,06/12/2019,147.8270036
BTC,07/12/2019,7511.880583
ETH,07/12/2019,148.6504041
BTC,08/12/2019,7532.123513
ETH,08/12/2019,147.8712516
BTC,09/12/2019,7550.2392
ETH,09/12/2019,151.4106799
BTC,10/12/2019,7333.096043
ETH,10/12/2019,147.1595339
BTC,11/12/2019,7239.762575
ETH,11/12/2019,145.797319
BTC,12/12/2019,7198.066677
ETH,12/12/2019,143.0108044
BTC,13/12/2019,7190.272369
ETH,13/12/2019,144.5101037
BTC,14/12/2019,7238.874323
ETH,14/12/2019,144.4855855
BTC,15/12/2019,7087.024985
ETH,15/12/2019,142.0555393
BTC,16/12/2019,7112.731476
ETH,16/12/2019,142.6819305
BTC,17/12/2019,6883.496394
ETH,17/12/2019,132.3435787
BTC,18/12/2019,6584.028843
ETH,18/12/2019,120.8798162
BTC,19/12/2019,7424.0154
ETH,19/12/2019,133.8778331
BTC,20/12/2019,7147.568324
ETH,20/12/2019,127.2736814
BTC,21/12/2019,7139.933371
ETH,21/12/2019,127.3752755
BTC,22/12/2019,7286.335081
ETH,22/12/2019,129.8708364
BTC,23/12/2019,7236.986205
ETH,23/12/2019,128.9106173
BTC,24/12/2019,7166.172379
ETH,24/12/2019,125.0138244
BTC,25/12/2019,7235.62665
ETH,25/12/2019,128.0056504
BTC,26/12/2019,7212.809395
ETH,26/12/2019,125.3335416
BTC,27/12/2019,7183.706536
ETH,27/12/2019,125.2582993
BTC,28/12/2019,7227.293712
ETH,28/12/2019,126.1492139
BTC,29/12/2019,7311.560644
ETH,29/12/2019,128.0111453
BTC,30/12/2019,7385.464848
ETH,30/12/2019,134.768035
BTC,31/12/2019,7251.276794
ETH,31/12/2019,132.0730737
BTC,01/01/2020,7179.957819
ETH,01/01/2020,128.7226035
BTC,02/01/2020,7174.744012
ETH,02/01/2020,129.8873633
BTC,03/01/2020,6955.48758
ETH,03/01/2020,127.0556009
BTC,04/01/2020,7291.219505
ETH,04/01/2020,132.9708332
BTC,05/01/2020,7337.63667
ETH,05/01/2020,133.8206207
BTC,06/01/2020,7347.433264
ETH,06/01/2020,134.8342522
BTC,07/01/2020,7713.860754
ETH,07/01/2020,143.1316009
BTC,08/01/2020,8039.603701
ETH,08/01/2020,142.133414
BTC,09/01/2020,8067.606369
ETH,09/01/2020,140.3393937
BTC,10/01/2020,7808.701364
ETH,10/01/2020,137.494999
BTC,11/01/2020,8087.452885
ETH,11/01/2020,142.8347834
BTC,12/01/2020,8078.993532
ETH,12/01/2020,143.0715916
BTC,13/01/2020,8149.313717
ETH,13/01/2020,145.2809937
BTC,14/01/2020,8116.961008
ETH,14/01/2020,143.936917
BTC,15/01/2020,8735.142439
ETH,15/01/2020,163.8546315
BTC,16/01/2020,8843.675732
ETH,16/01/2020,166.5383399
BTC,17/01/2020,8711.637578
ETH,17/01/2020,163.9372081
BTC,18/01/2020,8925.299028
ETH,18/01/2020,171.5889768
BTC,19/01/2020,8939.8643
ETH,19/01/2020,176.700434
BTC,20/01/2020,8638.18144
ETH,20/01/2020,166.0633101
BTC,21/01/2020,8652.683763
ETH,21/01/2020,167.5725368
BTC,22/01/2020,8708.786013
ETH,22/01/2020,169.0544916
BTC,23/01/2020,8635.074357
ETH,23/01/2020,167.1518345
BTC,24/01/2020,8384.088777
ETH,24/01/2020,162.6714167
BTC,25/01/2020,8451.232296
ETH,25/01/2020,162.8065224
BTC,26/01/2020,8347.567505
ETH,26/01/2020,160.9178681
BTC,27/01/2020,8562.30747
ETH,27/01/2020,166.7218659
BTC,28/01/2020,8881.962391
ETH,28/01/2020,169.8001126
BTC,29/01/2020,9131.114988
ETH,29/01/2020,173.5481484
BTC,30/01/2020,9320.978406
ETH,30/01/2020,175.4603221
BTC,31/01/2020,9545.077957
ETH,31/01/2020,186.2620414
BTC,01/02/2020,9388.880752
ETH,01/02/2020,181.7284342
BTC,02/02/2020,9363.193383
ETH,02/02/2020,182.7739889
BTC,03/02/2020,9385.260386
ETH,03/02/2020,189.3125531
BTC,04/02/2020,9269.707035
ETH,04/02/2020,189.2575929
BTC,05/02/2020,9177.894637
ETH,05/02/2020,188.6750822
BTC,06/02/2020,9625.456637
ETH,06/02/2020,204.5305348
BTC,07/02/2020,9681.377411
ETH,07/02/2020,211.2924866
BTC,08/02/2020,9795.344066
ETH,08/02/2020,221.8331394
BTC,09/02/2020,9927.778256
ETH,09/02/2020,224.0294272
BTC,10/02/2020,10132.7065
ETH,10/02/2020,228.044309
BTC,11/02/2020,9838.900016
ETH,11/02/2020,223.3196378
BTC,12/02/2020,10236.63515
ETH,12/02/2020,237.8783455
BTC,13/02/2020,10364.92629
ETH,13/02/2020,268.3962677
BTC,14/02/2020,10218.09974
ETH,14/02/2020,266.2518149
BTC,15/02/2020,10367.528
ETH,15/02/2020,284.0004909
BTC,16/02/2020,9926.353691
ETH,16/02/2020,267.3531863
BTC,17/02/2020,9876.234963
ETH,17/02/2020,255.3551842
BTC,18/02/2020,9636.624095
ETH,18/02/2020,261.1372307
BTC,19/02/2020,10189.99598
ETH,19/02/2020,281.3812072
BTC,20/02/2020,9701.037191
ETH,20/02/2020,265.1448245
BTC,21/02/2020,9631.484946
ETH,21/02/2020,259.7141345
BTC,22/02/2020,9670.858654
ETH,22/02/2020,263.949385
BTC,23/02/2020,9689.086743
ETH,23/02/2020,262.5732338
BTC,24/02/2020,9919.551448
ETH,24/02/2020,272.8428067
BTC,25/02/2020,9640.469505
ETH,25/02/2020,263.8974852
BTC,26/02/2020,9392.869629
ETH,26/02/2020,251.9396762
BTC,27/02/2020,8787.978363
ETH,27/02/2020,225.6910701
BTC,28/02/2020,8784.995352
ETH,28/02/2020,228.5854083
BTC,29/02/2020,8778.470511
ETH,29/02/2020,229.7854128
BTC,01/03/2020,8639.591417
ETH,01/03/2020,223.499288
BTC,02/03/2020,8548.948322
ETH,02/03/2020,218.777736
BTC,03/03/2020,8923.044398
ETH,03/03/2020,230.812952
BTC,04/03/2020,8791.112058
ETH,04/03/2020,224.6566351
BTC,05/03/2020,8756.961062
ETH,05/03/2020,223.5277347
BTC,06/03/2020,9078.578777
ETH,06/03/2020,229.4143467
BTC,07/03/2020,9126.636822
ETH,07/03/2020,240.4900817
BTC,08/03/2020,8925.213488
ETH,08/03/2020,240.5548524
BTC,09/03/2020,8166.313894
ETH,09/03/2020,204.4108196
BTC,10/03/2020,7875.750875
ETH,10/03/2020,198.9773509
BTC,11/03/2020,7959.228274
ETH,11/03/2020,203.1258772
BTC,12/03/2020,7955.306284
ETH,12/03/2020,194.427784
BTC,13/03/2020,5800.208905
ETH,13/03/2020,127.2928962
BTC,14/03/2020,5672.681201
ETH,14/03/2020,134.8210288
BTC,15/03/2020,5304.149952
ETH,15/03/2020,124.9746147
BTC,16/03/2020,5355.187374
ETH,16/03/2020,123.7851093
BTC,17/03/2020,4944.702336
ETH,17/03/2020,107.8983448
BTC,18/03/2020,5465.582594
ETH,18/03/2020,118.3424036
BTC,19/03/2020,5363.822853
ETH,19/03/2020,116.6065978
BTC,20/03/2020,6301.063404
ETH,20/03/2020,140.8145457
BTC,21/03/2020,6185.279839
ETH,21/03/2020,131.753158
BTC,22/03/2020,6187.05375
ETH,22/03/2020,133.0816861
BTC,23/03/2020,5884.340133
ETH,23/03/2020,123.2739472
BTC,24/03/2020,6455.454688
ETH,24/03/2020,133.5701414
BTC,25/03/2020,6784.318011
ETH,25/03/2020,140.1136999
BTC,26/03/2020,6706.985089
ETH,26/03/2020,136.2496619
BTC,27/03/2020,6721.495392
ETH,27/03/2020,136.6194963
BTC,28/03/2020,6682.780049
ETH,28/03/2020,137.3184524
BTC,29/03/2020,6229.488343
ETH,29/03/2020,131.2719317
BTC,30/03/2020,5922.489835
ETH,30/03/2020,125.7283385
BTC,31/03/2020,6483.739446
ETH,31/03/2020,133.7604753
BTC,01/04/2020,6446.421347
ETH,01/04/2020,133.8929306
BTC,02/04/2020,6537.336462
ETH,02/04/2020,133.6525611
BTC,03/04/2020,6850.558712
ETH,03/04/2020,142.5059265
BTC,04/04/2020,6776.370094
ETH,04/04/2020,141.9206657
