Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
LSK,2018-08-26,4.9919438891,5.0161978236,5.3952570408,4.8770414793
LSK,2018-08-27,4.8060834387,4.9919777012,5.1039164002,4.6860628345
LSK,2018-08-28,4.9593025404,4.826053382,5.1838616627,4.6531162211
LSK,2018-08-29,4.985602515,4.9645304434,5.160116399,4.9383924379
LSK,2018-08-30,4.8433298245,5.0068911018,5.051519729,4.6503887382
LSK,2018-08-31,4.3818055655,4.8433482818,4.8713219261,4.2056330469
LSK,2018-09-01,4.5114630748,4.3818160213,4.652648178,4.3817801428
LSK,2018-09-02,4.7337905139,4.5114630748,4.8364343942,4.4629546233
LSK,2018-09-03,4.5508368173,4.7332643059,4.7573642402,4.4439853936
LSK,2018-09-04,4.3989485851,4.5475160806,4.6193303655,4.3385771892
LSK,2018-09-05,4.4746243108,4.391077488,4.6479375765,4.3696916741
LSK,2018-09-06,3.8861507335,4.4747666353,4.4816553827,3.8698208704
LSK,2018-09-07,3.7672260935,3.8861555373,3.8861555373,3.4214072738
LSK,2018-09-08,3.5783449535,3.8067194922,3.8075707615,3.5399350211
LSK,2018-09-09,3.3763182117,3.5781707584,3.6744311512,3.3367697094
LSK,2018-09-10,3.7917141921,3.3836953739,3.8106764617,3.3562013923
LSK,2018-09-11,3.5481118519,3.7908918566,3.8136727438,3.5032208402
LSK,2018-09-12,3.324798869,3.5495699198,3.617705566,3.2040129686
LSK,2018-09-13,3.2073390051,3.3227551156,3.3278867685,2.9871948883
LSK,2018-09-14,3.4336695761,3.200818367,3.6093679167,3.187428584
LSK,2018-09-15,3.4240192177,3.4341312459,3.5585916561,3.377046937
LSK,2018-09-16,3.3962820441,3.4232354757,3.4271417621,3.3466990581
LSK,2018-09-17,3.5178829836,3.4005560935,3.6990787216,3.347349724
LSK,2018-09-18,3.3900118128,3.5178389363,3.75460563,3.3672358497
LSK,2018-09-19,3.4618708051,3.3899455475,3.5437170758,3.3501580356
LSK,2018-09-20,3.434243003,3.4484485891,3.4628657064,3.3434566054
LSK,2018-09-21,3.4015512648,3.4073209337,3.4414678887,3.2107699271
LSK,2018-09-22,3.3995540466,3.4015512649,3.5292417076,3.3385550646
LSK,2018-09-23,3.4110407868,3.3995033612,3.4415706906,3.3406254872
LSK,2018-09-24,3.481373508,3.411040787,3.5057858552,3.4072049254
LSK,2018-09-25,3.2266390612,3.4807387247,3.4879444121,3.1591843071
